"Image Location","Analysis Region","Algorithm Name","Object Id","XMin","XMax","YMin","YMax","ALL THREE GENES ","NO CHRNB4 ALL THREE GENES","NO CHRNB4 BHLHE22 & CCK","NO CHRNB4 CHAT & CCK","NO CHRNB4 CHAT & BHLHE22","NO CHRNB4 CCK","NO CHRNB4 BHLHE22","NO FLOURESCENCE","BHLHE22 & CCK","CCK","BHLHE22","JUST CHRNB4","CHAT & CCK","CHAT","CHAT & BHLHE22","NO CHRNB4 CHAT","20x DAPI Positive","20x DAPI Positive Nucleus","20x DAPI Nucleus Intensity","20x DAPI Positive Cytoplasm","20x DAPI Cytoplasm Intensity","25xSil Opal 520 Copies","25xSil Opal 520 Area (µm²)","25xSil Opal 520 Classification","25xSil Opal 520 Cell Intensity","25xSil Opal 520 Avg Intensity","20x Opal 570 Copies","20x Opal 570 Area (µm²)","20x Opal 570 Classification","20x Opal 570 Cell Intensity","20x Opal 570 Avg Intensity","20x Opal 620 Copies","20x Opal 620 Area (µm²)","20x Opal 620 Classification","20x Opal 620 Cell Intensity","20x Opal 620 Avg Intensity","20x Opal 690 Copies","20x Opal 690 Area (µm²)","20x Opal 690 Classification","20x Opal 690 Cell Intensity","20x Opal 690 Avg Intensity","Cell Area (µm²)","Cytoplasm Area (µm²)","Nucleus Area (µm²)","Nucleus Perimeter (µm)","Nucleus Roundness"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2327","1224","1254","7749","7796","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1456.6631","0","425.24805","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","198.64703","133.847","64.80003","45.730946","0.595395"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2328","1210","1234","7799","7830","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1085.9902","0","280.7813","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","113.16031","84.9844","28.17591","23.506561","0.726549"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2329","1325","1347","7811","7838","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1692.5222","0","289.43515","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","87.90702","71.46726","16.439754","17.523073","0.752429"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2330","1391","1420","7839","7872","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1149.9825","0","294.3695","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","128.00175","91.33197","36.669785","29.062656","0.761512"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2331","1351","1382","7850","7873","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1114.8353","0","354.05182","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","103.159454","64.34337","38.816086","27.353088","0.714505"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2332","1216","1248","7859","7890","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1875.3281","0","429.43793","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","119.23388","72.47192","46.761967","31.199617","0.847466"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2333","1354","1380","7872","7893","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1290.1989","0","363.34927","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80.554794","47.72095","32.833843","24.361345","0.76215"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2334","1379","1404","7865","7892","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1729.4457","0","515.135","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","79.45881","46.670635","32.788177","26.070913","0.833489"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2335","1207","1242","7877","7907","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1556.8739","0","371.9852","1","1.598309","1","808.8816","506.08572","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","120.92352","64.80003","56.123493","36.114624","0.77784"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2336","1390","1415","7885","7913","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","2085.0352","0","471.13263","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","78.36283","52.333218","26.02961","24.57504","0.728599"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2337","1263","1291","7886","7916","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1681.6964","0","359.84235","0","0","0","0","0","1","0.502326","1","141.92987","282.54544","0","0","0","0","0","0","0","0","0","0","97.040215","61.694744","35.34547","29.062656","0.817921"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2338","1450","1478","7889","7919","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1297.8182","0","323.7996","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104.529434","65.85035","38.67909","29.703745","0.822691"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2339","1333","1366","7890","7921","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1528.4861","0","352.01584","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","142.34087","98.09053","44.25034","31.199617","0.844092"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2340","1202","1236","7899","7935","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1401.3785","0","379.263","0","0","0","0","0","3","3.150953","1","1544.8346","490.27536","0","0","0","0","0","3","1.506977","1","765.3162","507.84848","163.48422","100.87616","62.608063","40.60224","0.693032"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2341","1242","1280","7895","7934","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1639.5475","0","372.72577","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","165.81319","97.085884","68.7273","43.593987","0.651854"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2342","1461","1495","7901","7931","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1897.2745","0","377.7647","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","131.97469","78.40849","53.5662","33.122883","0.818748"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2343","1413","1441","7922","7959","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1658.8053","0","359.66492","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.547992","1","268.19632","489.41666","128.54974","78.36283","50.186916","33.977665","0.734777"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2344","1423","1453","7940","7969","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1535.6765","0","317.29578","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","101.97214","64.845695","37.126446","27.994177","0.857261"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2345","1241","1274","7943","7976","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1857.5703","0","370.65662","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.68499","1","333.72702","487.2","157.63898","104.39244","53.246536","32.481792","0.852182"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2346","1607","1646","6505","6538","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1238.2711","0","292.01196","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","181.79628","118.45756","63.33872","39.320065","0.722691"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2347","1703","1736","6596","6629","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1200.7251","0","270.01004","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","155.72101","104.7121","51.008904","32.909184","0.80078"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2348","1739","1768","6678","6699","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","843.1293","0","211.01169","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","91.560295","74.25289","17.307407","18.805248","0.680687"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2349","1909","1933","6703","6733","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1065.157","0","275.0597","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","108.68504","83.386086","25.298954","23.079168","0.742921"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2350","1872","1900","6724","6753","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","721.6235","0","367.23022","0","0","0","0","0","10","9.955184","3","3097.0212","311.09634","0","0","0","0","0","0","0","0","0","0","106.35607","65.85035","40.505726","28.84896","0.762311"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2351","1891","1912","6733","6764","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","617.0366","0","219.6344","0","0","0","0","0","3","1.461311","1","410.58286","280.96875","0","0","0","0","0","0","0","0","0","0","71.78693","44.34167","27.445255","25.429825","0.691323"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2352","1842","1877","6765","6795","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1695.6254","0","308.8239","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","149.4191","101.150154","48.268944","31.627008","0.807221"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2353","451","482","7597","7626","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1329.28","0","375.1522","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","103.159454","66.30701","36.852448","28.207872","0.801427"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2354","434","467","7606","7637","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1662.6025","0","270.87143","0","0","0","0","0","1","0.730656","1","235.31682","322.0625","0","0","0","0","0","0","0","0","0","0","126.81444","76.71885","50.095585","33.122883","0.781017"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2355","386","417","7611","7641","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1431.125","0","309.48813","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","122.521835","82.701096","39.820736","29.49005","0.784209"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2356","774","804","7612","7639","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","2131.526","0","352.45535","2","5.023258","1","2632.4155","524.0455","1","0.45666","1","133.93832","293.3","0","0","0","0","0","0","0","0","0","0","122.01951","77.221176","44.79833","29.91744","0.822357"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2357","604","635","7614","7650","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1716.0112","0","355.7071","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","160.37894","107.72605","52.652878","34.61875","0.786004"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2358","407","439","7629","7662","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1724.6678","0","332.29306","0","0","0","0","0","1","0.821988","1","247.00731","300.5","0","0","0","0","0","0","0","0","0","0","153.80304","100.19117","53.611866","33.76397","0.825133"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2359","776","805","7639","7669","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1959.3486","0","384.76797","3","6.7129","1","4479.8784","667.35376","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","133.29901","84.4364","48.862602","32.481792","0.718373"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2360","705","737","7643","7682","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1356.425","0","257.67685","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","173.25674","115.032616","58.22413","38.037888","0.694751"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2361","446","480","7654","7682","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1332.2056","0","331.02603","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","140.92523","98.27319","42.652027","29.49005","0.759957"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2362","412","447","7661","7692","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1854.7449","0","421.72375","0","0","0","0","0","1","0.639324","1","186.31721","291.42856","0","0","0","0","0","0","0","0","0","0","153.34637","95.715904","57.63047","34.61875","0.86702"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2363","774","807","7677","7710","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1664.8147","0","321.67773","2","2.237633","1","1123.7029","502.1837","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","157.68465","104.4381","53.246536","32.909184","0.878259"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2364","434","467","7683","7712","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","2785.2573","0","750.6549","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","118.73156","71.33027","47.40129","32.481792","0.773705"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2365","510","540","7684","7715","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1806.7394","0","312.1156","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1.004652","1","598.22437","595.4545","133.61867","94.02626","39.592407","28.635265","0.878994"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2366","418","450","7692","7721","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","2121.9065","0","480.37274","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","109.73536","70.69094","39.044415","31.840706","0.756506"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2367","411","440","7715","7760","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","2900.6074","0","750.20264","0","0","0","0","0","1","0.68499","1","223.30666","326","0","0","0","0","0","0","0","0","0","0","183.80559","118.320564","65.48502","40.17485","0.651158"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2368","534","567","7716","7747","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1820.2255","0","270.35852","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.410994","1","193.80643","471.55554","125.946785","77.951836","47.99495","32.481792","0.874042"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2369","544","576","7735","7766","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","2253.406","0","429.82642","0","0","0","0","0","1","0.502326","1","129.23473","257.27274","0","0","0","0","0","0","0","0","0","0","126.31211","79.184814","47.127296","32.481792","0.811131"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2370","749","779","7736","7771","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1918.3156","0","393.94373","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.593658","1","323.9545","545.6923","152.02206","102.24614","49.77592","32.0544","0.837606"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2371","700","723","7739","7767","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1532.547","0","436.78662","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","82.15311","57.356476","24.796629","22.224384","0.768083"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2372","785","815","7750","7776","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1540.7754","0","354.93976","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","121.106186","76.581856","44.524334","29.276354","0.783481"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2373","656","688","7748","7776","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","2655.1458","0","395.09082","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","130.97005","91.51463","39.45541","27.353088","0.906857"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2374","709","741","7749","7785","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1252.6252","0","359.57916","3","3.424949","1","1467.2937","428.41333","23","16.48542","4","12583.627","763.31854","0","0","0","0","0","0","0","0","0","0","143.02586","89.413994","53.611866","34.61875","0.672207"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2375","486","518","7749","7783","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1812.4658","0","328.3634","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","163.75821","106.31041","57.447807","32.909184","0.901762"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2376","579","611","7752","7775","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","2087.3267","0","323.45746","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","110.785675","85.349724","25.435953","23.933952","0.653735"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2377","394","422","7767","7794","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","907.26855","0","207.04501","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","108.18272","81.14845","27.034262","23.079168","0.867829"
